Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2023,California,San Joaquin,Surgical Site Infections (SSI),Spinal fusion,30000117,Dameron Hospital,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.04,,,,,,0,
2023,California,San Joaquin,Surgical Site Infections (SSI),Thoracic surgery,30000117,Dameron Hospital,Acute Care Hospital,"Community, 125-250 Beds",16,0,0.04,,,,,,,
2023,California,San Joaquin,Surgical Site Infections (SSI),All procedures,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",413,1,1.93,0.52,0.03,2.56,Same,Yes,,
2023,California,San Joaquin,Surgical Site Infections (SSI),Appendix surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",17,0,0.04,,,,,,,
2023,California,San Joaquin,Surgical Site Infections (SSI),Cesarean section,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",46,0,0.09,,,,,,,
2023,California,San Joaquin,Surgical Site Infections (SSI),Colon surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",5,1,0.08,,,,,,4.02,
2023,California,San Joaquin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",35,0,0.16,,,,,,,
2023,California,San Joaquin,Surgical Site Infections (SSI),Gallbladder surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",83,0,0.21,0,0,17.74,Same,Yes,,\ See Data Dictionary
2023,California,San Joaquin,Surgical Site Infections (SSI),Gastric surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",108,0,0.33,0,0,11.32,Same,Yes,,\ See Data Dictionary
2023,California,San Joaquin,Surgical Site Infections (SSI),Hip prosthesis,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",17,0,0.14,,,,,,0,
2023,California,San Joaquin,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",15,0,0.09,,,,,,,
2023,California,San Joaquin,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",6,0,0.03,,,,,,,
2023,California,San Joaquin,Surgical Site Infections (SSI),Knee prosthesis,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,0,
2023,California,San Joaquin,Surgical Site Infections (SSI),Open reduction of fracture,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",39,0,0.17,,,,,,8.85,
2023,California,San Joaquin,Surgical Site Infections (SSI),Ovarian surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,San Joaquin,Surgical Site Infections (SSI),Pacemaker surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,,
2023,California,San Joaquin,Surgical Site Infections (SSI),Small bowel surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",28,0,0.59,0,0,6.3,Same,Yes,0,\ See Data Dictionary
2023,California,San Joaquin,Surgical Site Infections (SSI),Thoracic surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",5,0,0.01,,,,,,,
2023,California,Calaveras,Surgical Site Infections (SSI),All procedures,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,70,0,0.7,0,0,5.25,Same,Yes,,\ See Data Dictionary
2023,California,Calaveras,Surgical Site Infections (SSI),Appendix surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,6,0,0.02,,,,,,,
2023,California,Calaveras,Surgical Site Infections (SSI),Colon surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,16,0,0.29,0,0,12.9,Same,Yes,,\ See Data Dictionary
2023,California,Calaveras,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,1,0,0.01,,,,,,,
2023,California,Calaveras,Surgical Site Infections (SSI),Gallbladder surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,17,0,0.06,,,,,,,
2023,California,Calaveras,Surgical Site Infections (SSI),Gastric surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,6,0,0.08,,,,,,,
2023,California,Calaveras,Surgical Site Infections (SSI),Hip prosthesis,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,10,0,0.11,,,,,,,
2023,California,Calaveras,Surgical Site Infections (SSI),Knee prosthesis,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,2,0,0.01,,,,,,,
2023,California,Calaveras,Surgical Site Infections (SSI),Open reduction of fracture,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,8,0,0.07,,,,,,,
2023,California,Calaveras,Surgical Site Infections (SSI),Rectal surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,1,0,0.01,,,,,,,
2023,California,Calaveras,Surgical Site Infections (SSI),Small bowel surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,3,0,0.06,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),All procedures,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",805,2,3.85,0.52,0.09,1.72,Same,Yes,,
2023,California,El Dorado,Surgical Site Infections (SSI),Appendix surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",47,0,0.11,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),Cardiac surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),Cesarean section,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",76,0,0.09,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),Colon surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",26,0,0.66,0,0,5.57,Same,Yes,2.66,\ See Data Dictionary
2023,California,El Dorado,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",22,0,0.17,,,,,,3.91,
2023,California,El Dorado,Surgical Site Infections (SSI),Gallbladder surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",66,0,0.2,,,,,,0,
2023,California,El Dorado,Surgical Site Infections (SSI),Gastric surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",24,0,0.12,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),Hip prosthesis,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",129,1,0.7,1.43,0.04,7.95,Same,No,4.3,\ See Data Dictionary
2023,California,El Dorado,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.02,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),Kidney surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),Knee prosthesis,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",160,0,0.66,0,0,5.63,Same,Yes,0,\ See Data Dictionary
2023,California,El Dorado,Surgical Site Infections (SSI),Laminectomy,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",30,0,0.11,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),Open reduction of fracture,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",101,1,0.67,1.5,0.04,8.38,Same,No,1.41,\ See Data Dictionary
2023,California,El Dorado,Surgical Site Infections (SSI),Ovarian surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),Pacemaker surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",97,0,0.15,,,,,,,
2023,California,El Dorado,Surgical Site Infections (SSI),Rectal surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",5,0,0.08,,,,,,6.14,
2023,California,El Dorado,Surgical Site Infections (SSI),Small bowel surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",5,0,0.1,,,,,,0,
2023,California,El Dorado,Surgical Site Infections (SSI),Spinal fusion,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,,0,
2023,California,El Dorado,Surgical Site Infections (SSI),Thoracic surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,26,0,0.18,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),All procedures,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,4767,25,33.25,0.75,0.5,1.09,Same,No,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,101,1,0.61,1.63,0.04,9.07,Same,No,0,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,20,0,0.23,0,0,16.25,Same,Yes,0,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,123,0,0.72,0,0,5.1,Same,Yes,0,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,1155,2,2.4,0.84,0.14,2.76,Same,No,0.72,
2023,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,177,2,5.21,0.38,0.06,1.27,Same,Yes,0.24,
2023,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,211,0,1.7,0,0,1.77,Same,Yes,,
2023,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,31,1,0.28,3.64,0.09,20.26,Same,No,,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,413,1,2.17,0.46,0.02,2.27,Same,Yes,0,
2023,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,314,1,1.14,0.88,0.04,4.34,Same,No,0,
2023,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,228,0,1.14,0,0,2.64,Same,Yes,0,
2023,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,221,4,2.47,1.62,0.51,3.9,Same,No,1.38,
2023,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,75,0,0.53,0,0,6.93,Same,Yes,1.35,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,24,0,0.18,,,,,,0,
2023,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,10,0,0.03,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,197,2,1.57,1.27,0.21,4.2,Same,No,0.67,
2023,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,333,2,1.49,1.35,0.23,4.45,Same,No,0,
2023,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,406,3,3.04,0.99,0.25,2.69,Same,No,1.3,
2023,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,69,0,0.05,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,26,0,0.52,0,0,7.12,Same,Yes,0,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,249,1,5.05,0.2,0.01,0.98,Better,Yes,0.61,
2023,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,172,3,1.65,1.82,0.46,4.96,Same,No,0.7,
2023,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,7,0,0.04,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,179,2,0.87,2.31,0.28,8.34,Same,No,0,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),All procedures,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,4152,53,36.56,1.45,1.1,1.88,Worse,No,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,157,1,1.1,0.91,0.05,4.48,Same,No,0,
2023,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,27,2,0.59,3.38,0.41,12.2,Same,No,0,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,135,0,1.24,0,0,2.41,Same,Yes,0,
2023,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,428,0,0.86,0,0,4.3,Same,Yes,3.75,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,177,16,4.59,3.49,2.07,5.54,Worse,No,1.26,
2023,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,153,1,1.8,0.56,0.03,2.74,Same,Yes,,
2023,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,2,0,0.02,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,307,9,2.7,3.33,1.63,6.12,Worse,No,0.37,
2023,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,394,2,2.05,0.98,0.16,3.22,Same,No,1.27,
2023,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,340,2,1.69,1.18,0.2,3.91,Same,No,1.67,
2023,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,269,1,3.02,0.33,0.02,1.63,Same,Yes,0.62,
2023,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,25,0,0.18,,,,,,1.92,
2023,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,34,0,0.11,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,262,2,1.62,1.23,0.21,4.07,Same,No,0,
2023,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,160,1,0.77,1.31,0.03,7.27,Same,No,0,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,269,1,2.34,0.43,0.02,2.11,Same,Yes,0.87,
2023,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,37,0,0.03,,,,,,,
2023,California,Stanislaus,Surgical Site Infections (SSI),Pacemaker surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,160,0,0.27,0,0,13.56,Same,Yes,0,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,29,2,0.59,3.37,0.41,12.16,Same,No,3.8,\ See Data Dictionary
2023,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,337,10,6.75,1.48,0.75,2.64,Same,No,1.41,
2023,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,245,3,3.34,0.9,0.23,2.45,Same,No,0.55,
2023,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,30000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,6,0,0.07,,,,,,,
